DrugName,DrugID_ChEMBL,DrugID_DrugBank,DrugSMILES,TargetID_Entrez,TargetGeneSymbol_Entrez
(5s)-2-{[(1s)-1-(4-fluorophenyl)ethyl]amino}-5-(1-hydroxy-1-methylethyl)-5-methyl-1-3-thiazol-4(5h)-one,CHEMBL455907,NA,[H][C@@](C)(NC1=NC(=O)[C@@](C)(S1)C(C)(C)O)C1=CC=C(F)C=C1,3290,HSD11B1
(5s)-3-anilino-5-(2-4-difluorophenyl)-5-methyl-1-3-oxazolidine-2-4-dione,NA,NA,C[C@]1(OC(=O)N(NC2=CC=CC=C2)C1=O)C1=CC=C(F)C=C1F,4519,CYTB
(5s)-3-anilino-5-(2-4-difluorophenyl)-5-methyl-1-3-oxazolidine-2-4-dione,NA,NA,C[C@]1(OC(=O)N(NC2=CC=CC=C2)C1=O)C1=CC=C(F)C=C1F,7384,UQCRC1
(5s)-3-anilino-5-(2-4-difluorophenyl)-5-methyl-1-3-oxazolidine-2-4-dione,NA,NA,C[C@]1(OC(=O)N(NC2=CC=CC=C2)C1=O)C1=CC=C(F)C=C1F,1537,CYC1
(5s)-3-anilino-5-(2-4-difluorophenyl)-5-methyl-1-3-oxazolidine-2-4-dione,NA,NA,C[C@]1(OC(=O)N(NC2=CC=CC=C2)C1=O)C1=CC=C(F)C=C1F,7385,UQCRC2
(5s)-3-anilino-5-(2-4-difluorophenyl)-5-methyl-1-3-oxazolidine-2-4-dione,NA,NA,C[C@]1(OC(=O)N(NC2=CC=CC=C2)C1=O)C1=CC=C(F)C=C1F,7388,UQCRH
(5s)-3-anilino-5-(2-4-difluorophenyl)-5-methyl-1-3-oxazolidine-2-4-dione,NA,NA,C[C@]1(OC(=O)N(NC2=CC=CC=C2)C1=O)C1=CC=C(F)C=C1F,27089,UQCRQ
(5s)-3-anilino-5-(2-4-difluorophenyl)-5-methyl-1-3-oxazolidine-2-4-dione,NA,NA,C[C@]1(OC(=O)N(NC2=CC=CC=C2)C1=O)C1=CC=C(F)C=C1F,7386,UQCRFS1
(5s)-3-anilino-5-(2-4-difluorophenyl)-5-methyl-1-3-oxazolidine-2-4-dione,NA,NA,C[C@]1(OC(=O)N(NC2=CC=CC=C2)C1=O)C1=CC=C(F)C=C1F,10975,UQCR11
(5s)-3-anilino-5-(2-4-difluorophenyl)-5-methyl-1-3-oxazolidine-2-4-dione,NA,NA,C[C@]1(OC(=O)N(NC2=CC=CC=C2)C1=O)C1=CC=C(F)C=C1F,7381,UQCRB
(5s)-3-anilino-5-(2-4-difluorophenyl)-5-methyl-1-3-oxazolidine-2-4-dione,NA,NA,C[C@]1(OC(=O)N(NC2=CC=CC=C2)C1=O)C1=CC=C(F)C=C1F,29796,UQCR10
(5s)-4-5-difluoro-6-[(2-fluoro-4-iodophenyl)imino]-n-(2-hydroxyethoxy)cyclohexa-1-3-diene-1-carboxamide,NA,NA,[H][C@@]1(F)C(F)=CC=C(C(=O)NOCCO)\C1=N\C1=C(F)C=C(I)C=C1,5604,MAP2K1
(5s)-5-(2-amino-2-oxoethyl)-4-oxo-n-[(3-oxo-3-4-dihydro-2h-1-4-benzoxazin-6-yl)methyl]-3-4-5-6-7-8-hexahydro[1]benzothieno[2-3-d]pyrimidine-2-carboxamide,NA,NA,[H][C@@]1(CC(N)=O)CCCC2=C1C1=C(S2)N=C(NC1=O)C(=O)NCC1=CC=C2OCC(=O)NC2=C1,4317,MMP8
(5s)-5-(3-aminopropyl)-3-(2-5-difluorophenyl)-n-ethyl-5-phenyl-4-5-dihydro-1h-pyrazole-1-carboxamide,NA,NA,CCNC(=O)N1N=C(C[C@@]1(CCCN)C1=CC=CC=C1)C1=C(F)C=CC(F)=C1,3832,KIF11
(5s)-5-iododihydro-2-4(1h-3h)-pyrimidinedione,NA,NA,[H][C@]1(I)CN=C(O)N=C1O,1806,DPYD
(5s-8r-9s-10s-13r-14s-17s)-13-{2-[(3-5-difluorobenzyl)oxy]ethyl}-17-hydroxy-10-methylhexadecahydro-3h-cyclopenta[a]phenanthren-3-one,CHEMBL485835,NA,[H][C@]1(O)CC[C@@]2([H])[C@]3([H])CC[C@@]4([H])CC(=O)CC[C@]4(C)[C@@]3([H])CC[C@]12CCOCC1=CC(F)=CC(F)=C1,367,AR
(5z)-12-chloro-13-15-dihydroxy-4-7-8-9-tetrahydro-2-benzoxacyclotridecine-1-10(3h-11h)-dione,NA,NA,OC1=CC(O)=C2C(CC(=O)CCC\C=C/CCOC2=O)=C1Cl,3326,HSP90AB1
(5z)-13-chloro-14-16-dihydroxy-3-4-7-8-9-10-hexahydro-1h-2-benzoxacyclotetradecine-1-11(12h)-dione,CHEMBL1235084,NA,OC1=CC(O)=C2C(CC(=O)CCCC\C=C\CCOC2=O)=C1Cl,3326,HSP90AB1
(5z)-5-(3-bromocyclohexa-2-5-dien-1-ylidene)-n-(pyridin-4-ylmethyl)-1-5-dihydropyrazolo[1-5-a]pyrimidin-7-amine,NA,NA,BrC1=CC=CC(=C1)C1=NC2=[N+](NC=C2)C(NCC2=CC=NC=C2)=C1,1017,CDK2
(5z)-7-{(1r-4s-5r-6r)-6-[(1e)-1-octen-1-yl]-2-3-diazabicyclo[2.2.1]hept-2-en-5-yl}-5-heptenoic acid,NA,NA,[H]\C(CCCC(O)=O)=C(/[H])C[C@@]1([H])[C@]2([H])C[C@@]([H])(N=N2)[C@]1([H])C(\[H])=C(/[H])CCCCCC,5740,PTGIS
(6ar-11as-11br)-10-acetyl-9-hydroxy-7-7-dimethyl-2-6-6a-7-11a-11b-hexahydro-11h-pyrrolo[1'-2':2-3]isoindolo[4-5-6-cd]indol-11-one,NA,NA,[H][C@@]12CC3=C4C(NC=C4[C@]1([H])[C@]1([H])N(C(O)=C(C(C)=O)C1=O)C2(C)C)=CC=C3,487,ATP2A1
(6e-11e)-heptadeca-6-11-diene-9-9-diylbis(phosphonic acid),CHEMBL494708,NA,CCCCC\C=C\CC(C\C=C\CCCCC)(P(O)(O)=O)P(O)(O)=O,9453,GGPS1
(6r)-2-amino-6-[2-(3'-methoxybiphenyl-3-yl)ethyl]-3-6-dimethyl-5-6-dihydropyrimidin-4(3h)-one,CHEMBL239857,NA,COC1=CC(=CC=C1)C1=CC(CC[C@]2(C)CC(=O)N(C)C(N)=N2)=CC=C1,23621,BACE1
(6r)-folinic acid,CHEMBL1232801,DB03256,[H][C@@](CCC(O)=O)(NC(=O)C1=CC=C(NC[C@]2([H])CNC3=C(N2C=O)C(O)=NC(=N)N3)C=C1)C(O)=O,10841,FTCD
(6s)-1-chloro-3-[(4-fluorobenzyl)oxy]-6-(pyrrolidin-1-ylcarbonyl)pyrrolo[1-2-a]pyrazin-4(6h)-one,NA,NA,[H][C@]1(C=CC2=C(Cl)N=C(OCC3=CC=C(F)C=C3)C(=O)N12)C(=O)N1CCCC1,5550,PREP
(6s)-2-amino-6-(3'-methoxybiphenyl-3-yl)-3-6-dimethyl-5-6-dihydropyrimidin-4(3h)-one,CHEMBL1233206,NA,COC1=CC(=CC=C1)C1=CC(=CC=C1)[C@]1(C)CC(=O)N(C)C(N)=N1,23621,BACE1
(7r-12r-13r)-13-formyl-12-14-dihydroxy-3-5-7-trimethyltetradeca-2-4-dienoic acid,NA,NA,[H]C(C(O)=O)=C(C)C(\[H])=C(/C)C[C@]([H])(C)CCCC[C@@]([H])(O)[C@@]([H])(CO)C=O,3157,HMGCS1
(7r-8r)-8-(2-4-5-trifluorophenyl)-6-7-8-9-tetrahydroimidazo[1-2-a:4-5-c']dipyridin-7-amine,CHEMBL1194345,NA,[H][C@]1(N)CN2C(C[C@]1([H])C1=CC(F)=C(F)C=C1F)=NC1=C2C=CN=C1,1803,DPP4
(7s)-2-(2-aminopyrimidin-4-yl)-7-(2-fluoroethyl)-1-5-6-7-tetrahydro-4h-pyrrolo[3-2-c]pyridin-4-one,CHEMBL524266,NA,[H][C@]1(CCF)CNC(=O)C2=C1NC(=C2)C1=NC(N)=NC=C1,2932,GSK3B
(8alpha-10alpha-13alpha-17beta)-17-[(4-hydroxyphenyl)carbonyl]androsta-3-5-diene-3-carboxylic acid,NA,NA,[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC=C4C=C(CC[C@]4(C)[C@@]3([H])CC[C@]12C)C(O)=O)C(=O)C1=CC=C(O)C=C1,9971,NR1H4
(8alpha-10alpha-13alpha-17beta)-17-[(4-hydroxyphenyl)carbonyl]androsta-3-5-diene-3-carboxylic acid,NA,NA,[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC=C4C=C(CC[C@]4(C)[C@@]3([H])CC[C@]12C)C(O)=O)C(=O)C1=CC=C(O)C=C1,8648,NCOA1
(8e-10s-12z)-10-hydroxy-6-oxooctadeca-8-12-dienoic acid,NA,NA,[H][C@](O)(C\C=C/CCCCC)\C=C\CC(=O)CCCCC(O)=O,5468,PPARG
(8r-9z-12z)-8-hydroxy-6-oxooctadeca-9-12-dienoic acid,NA,NA,[H][C@@](O)(CC(=O)CCCCC(O)=O)\C=C/C\C=C/CCCCC,5468,PPARG
(9alpha-13beta-17beta)-2-[(1z)-but-1-en-1-yl]estra-1-3-5(10)-triene-3-17-diol,NA,NA,[H]\C(CC)=C(/[H])C1=C(O)C=C2CC[C@@]3([H])[C@]4([H])CC[C@]([H])(O)[C@@]4(C)CC[C@]3([H])C2=C1,2099,ESR1
(9alpha-13beta-17beta)-2-[(1z)-but-1-en-1-yl]estra-1-3-5(10)-triene-3-17-diol,NA,NA,[H]\C(CC)=C(/[H])C1=C(O)C=C2CC[C@@]3([H])[C@]4([H])CC[C@]([H])(O)[C@@]4(C)CC[C@]3([H])C2=C1,10499,NCOA2
(9as)-4-bromo-9a-butyl-7-hydroxy-1-2-9-9a-tetrahydro-3h-fluoren-3-one,CHEMBL211614,NA,CCCC[C@]12CC3=CC(O)=CC=C3C1=C(Br)C(=O)CC2,2100,ESR2
(9beta-11alpha-13alpha-14beta-17alpha)-11-(methoxymethyl)estra-1(10)-2-4-triene-3-17-diol,NA,NA,[H][C@]1(O)CC[C@@]2([H])[C@]3([H])CCC4=CC(O)=CC=C4[C@@]3([H])[C@@]([H])(COC)C[C@]12C,2099,ESR1
(9beta-11alpha-13alpha-14beta-17alpha)-11-(methoxymethyl)estra-1(10)-2-4-triene-3-17-diol,NA,NA,[H][C@]1(O)CC[C@@]2([H])[C@]3([H])CCC4=CC(O)=CC=C4[C@@]3([H])[C@@]([H])(COC)C[C@]12C,10499,NCOA2
(9beta-13alpha-14beta-17alpha)-2-methoxyestra-1-3-5(10)-triene-3-17-diyl disulfamate,CHEMBL218382,NA,[H][C@@]1(CC[C@@]2([H])[C@]3([H])CCC4=C(C=C(OC)C(OS(N)(=O)=O)=C4)[C@@]3([H])CC[C@]12C)OS(N)(=O)=O,760,CA2
(9r-10r)-9-(s-glutathionyl)-10-hydroxy-9-10-dihydrophenanthrene,NA,NA,[H][C@](N)(CCC(=O)N[C@@]([H])(CS[C@]1([H])C2=CC=CC=C2C2=CC=CC=C2[C@@]1([H])O)C(=O)NCC(O)=O)C(O)=O,2944,GSTM1
(9r-10r)-9-(s-glutathionyl)-10-hydroxy-9-10-dihydrophenanthrene,NA,NA,[H][C@](N)(CCC(=O)N[C@@]([H])(CS[C@]1([H])C2=CC=CC=C2C2=CC=CC=C2[C@@]1([H])O)C(=O)NCC(O)=O)C(O)=O,2950,GSTP1
(9s)-9-[(8-ammoniooctyl)amino]-1-2-3-4-9-10-hexahydroacridinium,NA,NA,[NH3+]CCCCCCCCNC1=C2CCCCC2=[NH+]C2=CC=CC=C12,43,ACHE
(9s-10e-12z)-9-hydroxyoctadeca-10-12-dienoic acid,CHEMBL1230670,NA,CCCCC\C=C/C=C/[C@@H](O)CCCCCCCC(O)=O,5468,PPARG
(9s-10s)-9-(s-glutathionyl)-10-hydroxy-9-10-dihydrophenanthrene,NA,NA,[H][C@](N)(CCC(O)=N[C@@]([H])(CS[C@@]1([H])C2=CC=CC=C2C2=CC=CC=C2[C@]1([H])O)C(O)=NCC(O)=O)C(O)=O,2944,GSTM1
(9z-11e-13s)-13-hydroxyoctadeca-9-11-dienoic acid,CHEMBL451721,NA,CCCCC[C@H](O)\C=C\C=C/CCCCCCCC(O)=O,5468,PPARG
(diaminomethyl-methyl-amino)-acetic acid,NA,DB02490,CN(CC(O)=O)C(N)N,1158,CKM
(e)-(2r-3r-4s-5r)-3-4-5-trihydroxy-2-methoxy-8-8-dimethyl-non-6-enoic acid ((3s-6r)-6-hydroxy-2-oxo-azepan-3-yl)-amide,NA,NA,[H]\C(=C(\[H])C(C)(C)C)[C@@]([H])(O)[C@]([H])(O)[C@@]([H])(O)[C@@]([H])(OC)C(O)=N[C@@]1([H])CC[C@@]([H])(O)CN=C1O,10988,METAP2
(e)-[4-(3-5-difluorophenyl)-3h-pyrrolo[2-3-b]pyridin-3-ylidene](3-methoxyphenyl)methanol,NA,NA,COC1=CC(=CC=C1)C(\O)=C1/C=NC2=NC=CC(=C12)C1=CC(F)=CC(F)=C1,2260,FGFR1
(hydroxyethyloxy)tri(ethyloxy)octane,NA,DB04233,CCCCCCCCOCCOCCOCCOCCO,5406,PNLIP
(hydroxyethyloxy)tri(ethyloxy)octane,NA,DB04233,CCCCCCCCOCCOCCOCCOCCO,6010,RHO
(hydroxyethyloxy)tri(ethyloxy)octane,NA,DB04233,CCCCCCCCOCCOCCOCCOCCO,1208,CLPS
(molybdopterin-s-s)-dioxo-thio-molybdenum(v),NA,NA,NC1=NC2=C(N[C@@H]3[C@H](N2)O[C@@H](COP(O)(O)=O)C2=C3S[Mo](S)(=O)(=O)S2)C(=O)N1,6821,SUOX
(n-{4-[(ethylanilino)sulfonyl]-2-methylphenyl}-3-3-3-trifluoro-2-hydroxy-2-methylpropanamide,NA,NA,CCN(C1=CC=CC=C1)S(=O)(=O)C1=CC(C)=C(NC(=O)[C@@](C)(O)C(F)(F)F)C=C1,5164,PDK2
(r)-1-(4-(4-(hydroxymethyl)-1-3-2-dioxaborolan-2-yl)benzyl)guanidine,NA,NA,[H][C@@]1(CO)COB(O1)C1=CC=C(CNC(N)=N)C=C1,2160,F11
(r)-1-(4-(4-(hydroxymethyl)-1-3-2-dioxaborolan-2-yl)phenethyl)guanidine,NA,NA,[H][C@@]1(CO)COB(O1)C1=CC=C(CCNC(N)=N)C=C1,2160,F11
(r)-trans-4-(1-aminoethyl)-n-(4-pyridyl) cyclohexanecarboxamide,CHEMBL559147,DB08756,[H][C@](C)(N)[C@@]1([H])CC[C@@]([H])(CC1)C(=O)NC1=CC=NC=C1,5566,PRKACA
(r)-trans-4-(1-aminoethyl)-n-(4-pyridyl) cyclohexanecarboxamide,CHEMBL559147,DB08756,[H][C@](C)(N)[C@@]1([H])CC[C@@]([H])(CC1)C(=O)NC1=CC=NC=C1,5569,PKIA
(r)-trans-4-(1-aminoethyl)-n-(4-pyridyl) cyclohexanecarboxamide,CHEMBL559147,DB08756,[H][C@](C)(N)[C@@]1([H])CC[C@@]([H])(CC1)C(=O)NC1=CC=NC=C1,9475,ROCK2
(r)-n[2-[1-(aminoiminomethyl)-3-piperidinyl]-1-oxoethyl]-4-(phenylethynyl)-l-phenylalanine methylester,CHEMBL419362,DB03453,[H][C@@](CC1=CC=C(C=C1)C#CC1=CC=CC=C1)(N=C(O)C[C@@]1([H])CCCN(C1)C(N)=N)C(=O)OC,3558,IL2
(r-r)-2-3-butanediol,NA,NA,C[C@@H](O)[C@H](C)O,7322,UBE2D2
(s)-(+)-2-[4-(fluorobenzyloxy-benzylamino)propionamide],NA,NA,[H][C@@](C)(\N=C\C1=CC=C(OCC2=CC(F)=CC=C2)C=C1)C(N)=O,4129,MAOB
(s)-1-phenyl-1-[4-(9h-purin-6-yl)phenyl]methanamine,NA,DB07855,[H][C@](N)(C1=CC=CC=C1)C1=CC=C(C=C1)C1=C2N=CNC2=NC=N1,5566,PRKACA
(s)-1-phenyl-1-[4-(9h-purin-6-yl)phenyl]methanamine,NA,DB07855,[H][C@](N)(C1=CC=CC=C1)C1=CC=C(C=C1)C1=C2N=CNC2=NC=N1,5569,PKIA
(s)-2-((s)-3-isobutyl-2-5-dioxo-4-quinolin-3-ylmethyl-[1-4]diazepan-1yl)-n-methyl-3-naphtalen-2-yl-propionamide,CHEMBL446435,NA,[H][C@@](CC1=CC2=CC=CC=C2C=C1)(N1CCC(=O)N(CC2=CC3=CC=CC=C3N=C2)[C@@]([H])(CC(C)C)C1=O)C(O)=NC,3683,ITGAL
(s)-2-[(r)-3-amino-4-(2-fluorophenyl)butyryl]-1-2-3-4-tetrahydroisoquinoline-3-carboxamide,CHEMBL381806,NA,[H][C@](N)(CC(=O)N1CC2=CC=CC=C2C[C@@]1([H])C(N)=O)CC1=CC=CC=C1F,1803,DPP4
(s)-2-amino-3-(1-3-5-7-pentahydro-2-4-dioxo-cyclopenta[e]pyrimidin-1-yl) proionic acid,CHEMBL337577,NA,N[C@@H](CN1C2=C(CCC2)C(=O)NC1=O)C(O)=O,2891,GRIA2
(s)-2-chloro-n-(1-(2-(2-hydroxyethylamino)-2-oxoethyl)-2-oxo-1-2-3-4-tetrahydroquinolin-3-yl)-6h-thieno[2-3-b]pyrrole-5-carboxamide,NA,NA,[H][C@@]1(CC2=C(C=CC=C2)N(CC(=O)NCCO)C1=O)NC(=O)C1=CC2=C(N1)SC(Cl)=C2,5837,PYGM
(s)-2-methyl-1-[(4-methyl-5-isoquinoline)sulfonyl]-homopiperazine,CHEMBL406821,DB07876,[H][C@]1(C)CNCCCN1S(=O)(=O)C1=C2C(C)=CN=CC2=CC=C1,6093,ROCK1
(s)-2-methyl-1-[(4-methyl-5-isoquinoline)sulfonyl]-homopiperazine,CHEMBL406821,DB07876,[H][C@]1(C)CNCCCN1S(=O)(=O)C1=C2C(C)=CN=CC2=CC=C1,5566,PRKACA
(s)-2-methyl-1-[(4-methyl-5-isoquinoline)sulfonyl]-homopiperazine,CHEMBL406821,DB07876,[H][C@]1(C)CNCCCN1S(=O)(=O)C1=C2C(C)=CN=CC2=CC=C1,5569,PKIA
(s)-3-(4-(2-carbazol-9-yl-ethoxy)-phenyl)-2-ethoxy-propionic acid,CHEMBL86658,DB04270,[H][C@@](CC1=CC=C(OCCN2C3=C(C=CC=C3)C3=C2C=CC=C3)C=C1)(OCC)C(O)=O,5468,PPARG
(s)-5-(4-benzyloxy-phenyl)-4-(7-phenyl-heptanoylamino)-pentanoic acid,CHEMBL1084102,DB04287,[H][C@](CCC(O)=O)(CC1=CC=C(OCC2=CC=CC=C2)C=C1)N=C(O)CCCCCCC1=CC=CC=C1,5320,PLA2G2A
(s)-ampa,CHEMBL276815,DB02057,CC1=C(C[C@H](N)C(O)=O)C(O)=NO1,2891,GRIA2
(s)-atpa,NA,NA,[H][C@](N)(CC1=C(ON=C1[O-])C(C)(C)C)C(O)=O,2891,GRIA2
(s)-blebbistatin,CHEMBL1231358,DB01944,CC1=CC=C2N=C3N(CC[C@@]3(O)C(=O)C2=C1)C1=CC=CC=C1,79784,MYH14
(s)-des-me-ampa,NA,DB01664,N[C@@H](CC1=CONC1=O)C(O)=O,2891,GRIA2
(s)-hmg-coa,NA,DB03169,[H][C@](O)(C([O-])=NCCC([O-])=NCCSC(=O)C[C@@](C)(O)CC([O-])=O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@@]1([H])O[C@@]([H])(N2C=NC3=C(N)N=CN=C23)[C@]([H])(O)[C@]1([H])OP([O-])([O-])=O,3156,HMGCR
(s)-n-(1-(3-chloro-4-fluorophenyl)-2-hydroxyethyl)-4-(4-(3-chlorophenyl)-1h-pyrazol-3-yl)-1h-pyrrole-2-carboxamide,CHEMBL387385,DB07264,[H][C@](CO)(NC(=O)C1=CC(=CN1)C1=NNC=C1C1=CC=CC(Cl)=C1)C1=CC(Cl)=C(F)C=C1,5594,MAPK1
(s)-n-(3-indol-1-yl-2-methyl-propyl)-4-sulfamoyl-benzamide,NA,DB03950,[H][C@@](C)(CNC(=O)C1=CC=C(C=C1)S(N)(=O)=O)CN1C=CC2=CC=CC=C12,760,CA2
(s)-n-(4-carbamimidoylbenzyl)-1-(2-(cyclohexylamino)ethanoyl)pyrrolidine-2-carboxamide,NA,DB06850,[H][C@]1(CCCN1C(=O)CNC1CCCCC1)C(=O)NCC1=CC=C(C=C1)C(N)=N,2147,F2
(s)-n-(4-carbamimidoylbenzyl)-1-(2-(cyclohexylamino)ethanoyl)pyrrolidine-2-carboxamide,NA,DB06850,[H][C@]1(CCCN1C(=O)CNC1CCCCC1)C(=O)NCC1=CC=C(C=C1)C(N)=N,5644,PRSS1
(s)-n-(4-carbamimidoylbenzyl)-1-(2-(cyclohexyloxy)ethanoyl)pyrrolidine-2-carboxamide,NA,DB07091,[H][C@]1(CCCN1C(=O)COC1CCCCC1)C(=O)NCC1=CC=C(C=C1)C(N)=N,2147,F2
(s)-n-(4-carbamimidoylbenzyl)-1-(2-(cyclohexyloxy)ethanoyl)pyrrolidine-2-carboxamide,NA,DB07091,[H][C@]1(CCCN1C(=O)COC1CCCCC1)C(=O)NCC1=CC=C(C=C1)C(N)=N,5644,PRSS1
(s)-n-(4-carbamimidoylbenzyl)-1-(2-(cyclopentylamino)ethanoyl)pyrrolidine-2-carboxamide,NA,DB06845,[H][C@]1(CCCN1C(=O)CNC1CCCC1)C(=O)NCC1=CC=C(C=C1)C(N)=N,2147,F2
(s)-n-(4-carbamimidoylbenzyl)-1-(2-(cyclopentylamino)ethanoyl)pyrrolidine-2-carboxamide,NA,DB06845,[H][C@]1(CCCN1C(=O)CNC1CCCC1)C(=O)NCC1=CC=C(C=C1)C(N)=N,5644,PRSS1
(s)-n-(4-carbamimidoylbenzyl)-1-(2-(cyclopentyloxy)ethanoyl)pyrrolidine-2-carboxamide,NA,DB07088,[H][C@]1(CCCN1C(=O)COC1CCCC1)C(=O)NCC1=CC=C(C=C1)C(N)=N,2147,F2
(s)-n-(4-carbamimidoylbenzyl)-1-(2-(cyclopentyloxy)ethanoyl)pyrrolidine-2-carboxamide,NA,DB07088,[H][C@]1(CCCN1C(=O)COC1CCCC1)C(=O)NCC1=CC=C(C=C1)C(N)=N,5644,PRSS1
(s)-n-(4-carbamimidoylbenzyl)-1-(3-cyclohexylpropanoyl)pyrrolidine-2-carboxamide,CHEMBL1198138,DB07131,[H][C@]1(CCCN1C(=O)CCC1CCCCC1)C(=O)NCC1=CC=C(C=C1)C(N)=N,2147,F2
(s)-n-(4-carbamimidoylbenzyl)-1-(3-cyclohexylpropanoyl)pyrrolidine-2-carboxamide,CHEMBL1198138,DB07131,[H][C@]1(CCCN1C(=O)CCC1CCCCC1)C(=O)NCC1=CC=C(C=C1)C(N)=N,5644,PRSS1
(s)-n-(4-carbamimidoylbenzyl)-1-(3-cyclopentylpropanoyl)pyrrolidine-2-carboxamide,CHEMBL1198650,DB07095,[H][C@]1(CCCN1C(=O)CCC1CCCC1)C(=O)NCC1=CC=C(C=C1)C(N)=N,2147,F2
(s)-n-(4-carbamimidoylbenzyl)-1-(3-cyclopentylpropanoyl)pyrrolidine-2-carboxamide,CHEMBL1198650,DB07095,[H][C@]1(CCCN1C(=O)CCC1CCCC1)C(=O)NCC1=CC=C(C=C1)C(N)=N,5644,PRSS1
(s)-rolipram,CHEMBL325795,DB03606,[H][C@@]1(CNC(=O)C1)C1=CC=C(OC)C(OC2CCCC2)=C1,5142,PDE4B
(s)-rolipram,CHEMBL325795,DB03606,[H][C@@]1(CNC(=O)C1)C1=CC=C(OC)C(OC2CCCC2)=C1,5144,PDE4D
(s)-tacrine(10)-hupyridone,NA,DB04615,O=C1NC2=C(C=C1)[C@H](CCC2)NCCCCCCCCCCNC1=C2CCCCC2=NC2=CC=CC=C12,43,ACHE
(s)-wiskostatin,CHEMBL411084,DB01731,[H][C@](O)(CN(C)C)CN1C2=CC=C(Br)C=C2C2=C1C=CC(Br)=C2,7454,WAS
(s-r)-fidarestat,CHEMBL189464,NA,[H][C@]1(C[C@@]2(N=C(O)N=C2O)C2=C(O1)C=CC(F)=C2)C(O)=N,231,AKR1B1
(tert-butyloxycarbonyl)-alanyl-alanyl-amine,NA,DB03757,[H][C@@](C)(N=C(O)[C@]([H])(C)N=C(O)OC(C)(C)C)C(O)=N,1990,CELA1
(tert-butyloxycarbonyl)-alanyl-amino ethyl-formamide,NA,DB07433,[H][C@](C)(NC=O)NC(=O)[C@]([H])(C)NC(=O)OC(C)(C)C,1990,CELA1
(z)-2-[2-(4-methylpiperazin-1-yl)benzyl]diazenecarbothioamide,NA,DB06941,CN1CCN(CC1)C1=C(C\N=N/C(N)=S)C=CC=C1,6285,S100B
(z)-3-benzyl-5-(2-hydroxy-3-nitrobenzylidene)-2-thioxothiazolidin-4-one,NA,NA,OC1=C(\C=C2/SC(=S)N(CC3=CC=CC=C3)C2=O)C=CC=C1[N+]([O-])=O,9397,NMT2
(z-z)-4-hydroxy-n-n-n-trimethyl-10-oxo-7-[(1-oxo-9-octadecenyl)oxy]-3-5-9-trioxa-4-phosphaheptacos-18-en-1-aminium-4-oxide,NA,NA,CCCCCCCC\C=C/CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCC[N+](C)(C)C)OC(=O)CCCCCCC\C=C/CCCCCCCC,5306,PITPNA
[(1-{2[(4-carbamimidoyl-phenylamino)-methyl]-1-methyl-1h-benzoimidazol-5-yl}-cyclopropyl)-pyridin-2-yl-methyleneaminooxy]-acetic acid ethyl ester,NA,DB04107,CCOC(=O)CO\N=C(\C1=CC=CC=N1)C1(CC1)C1=CC=C2N(C)C(CNC3=CC=C(C=C3)C(N)=N)=NC2=C1,5644,PRSS1
[(1s)-1-(5-chloro-1-benzothien-3-yl)-2-(2-naphthylamino)-2-oxoethyl]phosphonic acid,NA,DB07680,[H][C@@](C(=O)NC1=CC=C2C=CC=CC2=C1)(C1=CSC2=C1C=C(Cl)C=C2)P(O)(O)=O,1215,CMA1
[(3-7-11-trimethyl-dodeca-2-6-10-trienyloxycarbamoyl)-methyl]-phosphonic acid,NA,NA,CC(C)=CCC\C(C)=C\CC\C(C)=C\CONC(=O)CP(O)(O)=O,100529261,CHURC1-FNTB
[(3-7-11-trimethyl-dodeca-2-6-10-trienyloxycarbamoyl)-methyl]-phosphonic acid,NA,NA,CC(C)=CCC\C(C)=C\CC\C(C)=C\CONC(=O)CP(O)(O)=O,2342,FNTB
[(3-7-11-trimethyl-dodeca-2-6-10-trienyloxycarbamoyl)-methyl]-phosphonic acid,NA,NA,CC(C)=CCC\C(C)=C\CC\C(C)=C\CONC(=O)CP(O)(O)=O,2339,FNTA
[(3-7-11-trimethyl-dodeca-2-6-10-trienyloxycarbamoyl)-methyl]-phosphonic acid,NA,NA,CC(C)=CCC\C(C)=C\CC\C(C)=C\CONC(=O)CP(O)(O)=O,3845,KRAS
[(3r)-7-nitro-1-2-3-4-tetrahydroisoquinolin-3-yl]methanol,CHEMBL293700,NA,[H][C@]1(CO)CC2=CC=C(C=C2CN1)[N+]([O-])=O,5409,PNMT
[(4-{4-[4-(difluoro-phosphono-methyl)-phenyl]-butyl}-phenyl)-difluoro-methyl]-phosphonic acid,CHEMBL1161222,DB04204,OP(O)(=O)C(F)(F)C1=CC=C(CCCCC2=CC=C(C=C2)C(F)(F)P(O)(O)=O)C=C1,5770,PTPN1
[(4r)-4-(3-hydroxyphenyl)-1-6-dimethyl-2-thioxo-1-2-3-4-tetrahydropyrimidin-5-yl](phenyl)methanone,CHEMBL522806,NA,[H][C@@]1(NC(=S)N(C)C(C)=C1C(=O)C1=CC=CC=C1)C1=CC(O)=CC=C1,3832,KIF11
